product_id,product_title,variant_id,old_price,new_price,old_compare_at,new_compare_at
gid://shopify/Product/8049744806198,AFRICAN CRANBERRY - 100% African Cranberry Concentrate 500ml,gid://shopify/ProductVariant/44137585541430,164.91,164.00,,
gid://shopify/Product/8049745002806,ADORE NATURE - Green Banana Chips 80g,gid://shopify/ProductVariant/44137585803574,37.77,37.00,,
gid://shopify/Product/8049749131574,SONTAL - Peptan Collagen Pure 300g,gid://shopify/ProductVariant/44137591898422,480.21,480.00,,
gid://shopify/Product/8049749295414,SONTAL - Peptan Collagen C Berry 330g,gid://shopify/ProductVariant/44137592160566,541.80,541.00,,
gid://shopify/Product/8049749590326,SONTAL - Marine Collagen 90 Capsules,gid://shopify/ProductVariant/44137592553782,404.55,404.00,,
gid://shopify/Product/8049749852470,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Hand Cleanse 100ml,gid://shopify/ProductVariant/44137593012534,54.03,54.00,,
gid://shopify/Product/8049750049078,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Power Dish 1Kg,gid://shopify/ProductVariant/44137593274678,95.42,95.00,,
gid://shopify/Product/8049750638902,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Multi Surface Cleaner 1L,gid://shopify/ProductVariant/44137594224950,109.48,109.00,,
gid://shopify/Product/8049750835510,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Glass & Mirror Cleaner 1L,gid://shopify/ProductVariant/44137594454326,109.48,109.00,,
gid://shopify/Product/8049751130422,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Kb Cleaner 1L,gid://shopify/ProductVariant/44137594945846,116.32,116.00,,
gid://shopify/Product/8049751425334,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Tile And Floor Cleaner 1L,gid://shopify/ProductVariant/44137595437366,165.59,165.00,,
gid://shopify/Product/8049751818550,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Odour Neutralizer 200ml,gid://shopify/ProductVariant/44137595961654,57.96,57.00,,
gid://shopify/Product/8049752310070,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Glass & Mirror Cleaner 500ml,gid://shopify/ProductVariant/44137596846390,67.62,67.00,,
gid://shopify/Product/8049753030966,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Pet Care Ultimate Cleaner 500ml,gid://shopify/ProductVariant/44137598091574,72.45,72.00,,
gid://shopify/Product/8049753194806,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Sewage Doctor 500ml,gid://shopify/ProductVariant/44137598353718,51.52,51.00,,
gid://shopify/Product/8049753686326,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Liquid Dish 750ml,gid://shopify/ProductVariant/44137599172918,979.13,979.00,,
gid://shopify/Product/8049754046774,PROBIOTECH GREEN CLEANING TECHNOLOGY - Bio-Odour Neutralizer 5L,gid://shopify/ProductVariant/44137599697206,435.18,435.00,,
gid://shopify/Product/8049755390262,CANNACO - CBD Oil 600mg - Vanilla Fynbos -  30ml,gid://shopify/ProductVariant/44137601827126,559.51,559.00,,
gid://shopify/Product/8053009318198,CREDÉ NATURAL OILS - Organic Sesame Oil 250ml,gid://shopify/ProductVariant/44146773655862,126.70,126.00,,
gid://shopify/Product/8053009416502,CREDÉ NATURAL OILS - MCT Coconut 500ml,gid://shopify/ProductVariant/44146773819702,213.36,213.00,,
gid://shopify/Product/8053009514806,CREDÉ NATURAL OILS - Almond Butter 400g,gid://shopify/ProductVariant/44146773983542,93.72,93.00,,
gid://shopify/Product/8053009613110,CREDÉ NATURAL OILS - Almond Butter - 400g,gid://shopify/ProductVariant/44146774311222,133.66,133.00,,
gid://shopify/Product/8053009711414,CREDÉ NATURAL OILS - Almond Flour 500g,gid://shopify/ProductVariant/44146774442294,191.37,191.00,,
gid://shopify/Product/8053009809718,CREDÉ NATURAL OILS - Black Cumin Oil 90 Capsules,gid://shopify/ProductVariant/44146774573366,186.62,186.00,,
gid://shopify/Product/8053009940790,CREDÉ NATURAL OILS - Black Cumin Oil 100ml,gid://shopify/ProductVariant/44146774737206,93.05,93.00,,
gid://shopify/Product/8053010039094,CREDÉ NATURAL OILS - Black Cumin Oil 250ml,gid://shopify/ProductVariant/44146774868278,191.42,191.00,,
gid://shopify/Product/8053010235702,CREDÉ NATURAL OILS - Coconut Flour 500g,gid://shopify/ProductVariant/44146775163190,62.36,62.00,,
gid://shopify/Product/8053010334006,CREDÉ NATURAL OILS - Odorless Coconut Oil 400ml,gid://shopify/ProductVariant/44146775327030,49.70,49.00,,
gid://shopify/Product/8053010432310,CREDÉ NATURAL OILS - Organic Virgin Coconut Oil 1L,gid://shopify/ProductVariant/44146775490870,233.42,233.00,,
gid://shopify/Product/8053010497846,CREDÉ NATURAL OILS - Organic Virgin Coconut Oil 400ml,gid://shopify/ProductVariant/44146775654710,103.37,103.00,,
gid://shopify/Product/8053010596150,CREDÉ NATURAL OILS - Organic Virgin Coconut Oil 500ml,gid://shopify/ProductVariant/44146775753014,148.53,148.00,,
gid://shopify/Product/8053010694454,CREDÉ NATURAL OILS - Flax Flour 500g,gid://shopify/ProductVariant/44146775949622,57.04,57.00,,
gid://shopify/Product/8053010792758,CREDÉ NATURAL OILS - Flax Seed Oil 250ml,gid://shopify/ProductVariant/44146776146230,77.69,77.00,,
gid://shopify/Product/8053010891062,CREDÉ NATURAL OILS - Grapeseed Oil 250ml,gid://shopify/ProductVariant/44146776310070,102.09,102.00,,
gid://shopify/Product/8053011054902,CREDÉ NATURAL OILS - Macadamia Butter 375g,gid://shopify/ProductVariant/44146776539446,126.18,126.00,,
gid://shopify/Product/8053011120438,CREDÉ NATURAL OILS - Peanut Butter – Smooth 1Kg,gid://shopify/ProductVariant/44146776703286,131.48,131.00,,
gid://shopify/Product/8053011185974,CREDÉ NATURAL OILS - Peanut Butter – Smooth 400g,gid://shopify/ProductVariant/44146776834358,69.29,69.00,,
gid://shopify/Product/8053011677494,CREDÉ NATURAL OILS - Flax Seed Oil 1L,gid://shopify/ProductVariant/44146777719094,220.55,220.00,,
gid://shopify/Product/8053011775798,CREDÉ NATURAL OILS - Flax Seed Oil 500ml,gid://shopify/ProductVariant/44146777882934,120.31,120.00,,
gid://shopify/Product/8053012037942,CREDÉ NATURAL OILS - Pumpkinseed Oil 250ml,gid://shopify/ProductVariant/44146778177846,177.62,177.00,,
gid://shopify/Product/8053016854838,G-PLUS - G Plus Capsules,gid://shopify/ProductVariant/44146787778870,169.27,169.00,,
gid://shopify/Product/8053023605046,ENDUREN - Endur Energy Drink Sachets 50g,gid://shopify/ProductVariant/44146800558390,18.68,18.00,,
gid://shopify/Product/8053023801654,ENDUREN - Endurance Energy Drink 980g,gid://shopify/ProductVariant/44146800918838,350.03,350.00,,
gid://shopify/Product/8053023965494,ENDUREN - Enduren Recover 850g,gid://shopify/ProductVariant/44146801115446,382.44,382.00,,
gid://shopify/Product/8053024031030,ENDUREN - Energy Gel 32G,gid://shopify/ProductVariant/44146801312054,24.93,24.00,,
gid://shopify/Product/8053024096566,PURE WATER PURIFIERS - L.R.C. Lead And Arsenic Reduction Filter (172),gid://shopify/ProductVariant/44146801410358,316.82,316.00,,
gid://shopify/Product/8053024162102,PURE WATER PURIFIERS - Active Carbon Block Filter (532),gid://shopify/ProductVariant/44146801541430,317.20,317.00,,
gid://shopify/Product/8053024260406,PURE WATER PURIFIERS - Double Counter Top Water Purifier (572),gid://shopify/ProductVariant/44146801705270,1727.96,1727.00,,
gid://shopify/Product/8053024358710,PURE WATER PURIFIERS - Ion Exchange Cartridge Filter (503),gid://shopify/ProductVariant/44146801836342,317.20,317.00,,
gid://shopify/Product/8053024424246,PURE WATER PURIFIERS - Nuvo Top Filler Water Purifier (258),gid://shopify/ProductVariant/44146801967414,1727.98,1727.00,,
gid://shopify/Product/8053024522550,PURE WATER PURIFIERS - Nuvo Top Filler Replacement Filter (771),gid://shopify/ProductVariant/44146802164022,233.74,233.00,,
gid://shopify/Product/8053024686390,PURE WATER PURIFIERS - Polymer Bacteria Filter (504),gid://shopify/ProductVariant/44146802426166,317.20,317.00,,
gid://shopify/Product/8053024784694,PURE WATER PURIFIERS - Activated Carbon Silver Filter (817),gid://shopify/ProductVariant/44146802590006,343.93,343.00,,
gid://shopify/Product/8053024882998,PURE WATER PURIFIERS - Single Counter Top Water Purifier (571),gid://shopify/ProductVariant/44146802753846,1287.55,1287.00,,
gid://shopify/Product/8053025177910,GAIA ORGANICS - Hydrogen Peroxide 35% Food Grade 75ml Dropper Bottle – Recycled Plastic,gid://shopify/ProductVariant/44146803212598,158.17,158.00,,
gid://shopify/Product/8053027078454,HEALTH CONNECTION WHOLEFOODS - Organic Agave Syrup - 250ml,gid://shopify/ProductVariant/44146807406902,126.72,126.00,,
gid://shopify/Product/8053027209526,HEALTH CONNECTION WHOLEFOODS - Almond Flour - 300g,gid://shopify/ProductVariant/44146807636278,164.59,164.00,,
gid://shopify/Product/8053027307830,HEALTH CONNECTION WHOLEFOODS - Unfiltered Apple Cider Vinegar - 500ml,gid://shopify/ProductVariant/44146807832886,38.78,38.00,,
gid://shopify/Product/8053027504438,HEALTH CONNECTION WHOLEFOODS - Original Burger Premix - 200g,gid://shopify/ProductVariant/44146808193334,69.60,69.00,,
gid://shopify/Product/8053027635510,HEALTH CONNECTION WHOLEFOODS - Spicy Burger Premix - 200g,gid://shopify/ProductVariant/44146808455478,69.60,69.00,,
gid://shopify/Product/8053027799350,HEALTH CONNECTION WHOLEFOODS - Organic Cacao Nibs - 200g,gid://shopify/ProductVariant/44146808586550,239.13,239.00,,
gid://shopify/Product/8053028028726,HEALTH CONNECTION WHOLEFOODS - Organic Carob Powder - 200g,gid://shopify/ProductVariant/44146809012534,48.56,48.00,,
gid://shopify/Product/8053028127030,HEALTH CONNECTION WHOLEFOODS - Chia Seeds - 200g,gid://shopify/ProductVariant/44146809176374,87.89,87.00,,
gid://shopify/Product/8053028192566,HEALTH CONNECTION WHOLEFOODS - Chia Seeds - 400g,gid://shopify/ProductVariant/44146809340214,150.49,150.00,,
gid://shopify/Product/8053028323638,HEALTH CONNECTION WHOLEFOODS - Cinnamon Powder - 100g,gid://shopify/ProductVariant/44146809635126,34.30,34.00,,
gid://shopify/Product/8053028421942,HEALTH CONNECTION WHOLEFOODS - Coconut Flour - 500g,gid://shopify/ProductVariant/44146809766198,66.33,66.00,,
gid://shopify/Product/8053028487478,HEALTH CONNECTION WHOLEFOODS - Bovine Collagen Powder - 350g Bulk Pack,gid://shopify/ProductVariant/44146809897270,403.30,403.00,,
gid://shopify/Product/8053028585782,HEALTH CONNECTION WHOLEFOODS - Digestive Bran - 500g,gid://shopify/ProductVariant/44146810028342,34.51,34.00,,
gid://shopify/Product/8053028749622,HEALTH CONNECTION WHOLEFOODS - Erythritol & Stevia Blend - 400g,gid://shopify/ProductVariant/44146810290486,135.86,135.00,,
gid://shopify/Product/8053028847926,HEALTH CONNECTION WHOLEFOODS - Falafel Premix - 200g,gid://shopify/ProductVariant/44146810454326,59.80,59.00,,
gid://shopify/Product/8053028913462,HEALTH CONNECTION WHOLEFOODS - Flax & Coconut Porridge - 300g,gid://shopify/ProductVariant/44146810552630,64.91,64.00,,
gid://shopify/Product/8053029044534,HEALTH CONNECTION WHOLEFOODS - Flaxseed Powder - 100g,gid://shopify/ProductVariant/44146810749238,17.76,17.00,,
gid://shopify/Product/8053029142838,HEALTH CONNECTION WHOLEFOODS - Flaxseed Powder - 1Kg,gid://shopify/ProductVariant/44146810913078,112.65,112.00,,
gid://shopify/Product/8053029273910,HEALTH CONNECTION WHOLEFOODS - Gluten-Free Brown Flour Mix - 470g,gid://shopify/ProductVariant/44146811076918,49.16,49.00,,
gid://shopify/Product/8053029339446,HEALTH CONNECTION WHOLEFOODS - Buckwheat Dehusked - 500g,gid://shopify/ProductVariant/44146811207990,78.36,78.00,,
gid://shopify/Product/8053029437750,HEALTH CONNECTION WHOLEFOODS - Gluten-Free General Purpose Flour Mix - 1Kg,gid://shopify/ProductVariant/44146811339062,122.62,122.00,,
gid://shopify/Product/8053029667126,HEALTH CONNECTION WHOLEFOODS - Red Quinoa - 500g,gid://shopify/ProductVariant/44146811699510,114.06,114.00,,
gid://shopify/Product/8053029798198,HEALTH CONNECTION WHOLEFOODS - Gluten-Free Rolled Oats - 500g,gid://shopify/ProductVariant/44146811896118,96.67,96.00,,
gid://shopify/Product/8053029994806,HEALTH CONNECTION WHOLEFOODS - Pea Protein Isolate - 500g,gid://shopify/ProductVariant/44146812223798,207.87,207.00,,
gid://shopify/Product/8053030093110,HEALTH CONNECTION WHOLEFOODS - Himalayan Crystal Salt Coarse - 500g,gid://shopify/ProductVariant/44146812387638,53.70,53.00,,
gid://shopify/Product/8053030191414,HEALTH CONNECTION WHOLEFOODS - Himalayan Crystal Salt Fine - 500g,gid://shopify/ProductVariant/44146812485942,50.54,50.00,,
gid://shopify/Product/8053030289718,HEALTH CONNECTION WHOLEFOODS - Just Whey - 450g,gid://shopify/ProductVariant/44146812649782,381.31,381.00,,
gid://shopify/Product/8053030388022,HEALTH CONNECTION WHOLEFOODS - Leafy Green - 200g,gid://shopify/ProductVariant/44146812813622,176.05,176.00,,
gid://shopify/Product/8053030584630,HEALTH CONNECTION WHOLEFOODS - Linseeds Brown - 500g (Flaxseed),gid://shopify/ProductVariant/44146813141302,66.18,66.00,,
gid://shopify/Product/8053030682934,HEALTH CONNECTION WHOLEFOODS - Organic Maca Powder - 200g,gid://shopify/ProductVariant/44146813305142,173.35,173.00,,
gid://shopify/Product/8053030945078,HEALTH CONNECTION WHOLEFOODS - Nutritional Yeast Flakes - 200g,gid://shopify/ProductVariant/44146814353718,151.66,151.00,,
gid://shopify/Product/8053031043382,HEALTH CONNECTION WHOLEFOODS - Nutty Protein with Collagen - 200g,gid://shopify/ProductVariant/44146814517558,163.10,163.00,,
gid://shopify/Product/8053031141686,HEALTH CONNECTION WHOLEFOODS - Oat Bran - 500g,gid://shopify/ProductVariant/44146814681398,59.47,59.00,,
gid://shopify/Product/8053031207222,HEALTH CONNECTION WHOLEFOODS - Oat Milk Powder - 500g,gid://shopify/ProductVariant/44146814812470,120.54,120.00,,
gid://shopify/Product/8053031272758,HEALTH CONNECTION WHOLEFOODS -  Rolled Oats - 1Kg,gid://shopify/ProductVariant/44146814943542,75.88,75.00,,
gid://shopify/Product/8053031338294,HEALTH CONNECTION WHOLEFOODS - Rolled Oats - 500g,gid://shopify/ProductVariant/44146815107382,47.39,47.00,,
gid://shopify/Product/8053031436598,HEALTH CONNECTION WHOLEFOODS - Organic Cacao Powder - 200g,gid://shopify/ProductVariant/44146815271222,196.76,196.00,,
gid://shopify/Product/8053031567670,HEALTH CONNECTION WHOLEFOODS - Potato Flour - 500g,gid://shopify/ProductVariant/44146815467830,59.08,59.00,,
gid://shopify/Product/8053031764278,HEALTH CONNECTION WHOLEFOODS - Puffed Brown Rice - 100g,gid://shopify/ProductVariant/44146815795510,50.24,50.00,,
gid://shopify/Product/8053031862582,HEALTH CONNECTION WHOLEFOODS - White Quinoa - 500g,gid://shopify/ProductVariant/44146815926582,121.01,121.00,,
gid://shopify/Product/8053032059190,HEALTH CONNECTION WHOLEFOODS - White Rice Flour Stoneground - 500g,gid://shopify/ProductVariant/44146816254262,50.57,50.00,,
gid://shopify/Product/8053032223030,HEALTH CONNECTION WHOLEFOODS - Spirulina Powder - 250g,gid://shopify/ProductVariant/44146816549174,234.46,234.00,,
gid://shopify/Product/8053032386870,HEALTH CONNECTION WHOLEFOODS - Stevia Tablets - 300 Tablets,gid://shopify/ProductVariant/44146816909622,118.94,118.00,,
gid://shopify/Product/8053032485174,HEALTH CONNECTION WHOLEFOODS - Stevia Tablets - 100 Tablets,gid://shopify/ProductVariant/44146817073462,51.83,51.00,,
gid://shopify/Product/8053032583478,HEALTH CONNECTION WHOLEFOODS - Sunflower Seeds - 500g,gid://shopify/ProductVariant/44146817204534,76.57,76.00,,
gid://shopify/Product/8053032681782,HEALTH CONNECTION WHOLEFOODS - Tahini - 400g,gid://shopify/ProductVariant/44146817433910,130.70,130.00,,
gid://shopify/Product/8053032780086,HEALTH CONNECTION WHOLEFOODS - Tapioca Flour - 500g,gid://shopify/ProductVariant/44146817597750,52.16,52.00,,
gid://shopify/Product/8053032911158,HEALTH CONNECTION WHOLEFOODS - Turmeric Powder - 100g,gid://shopify/ProductVariant/44146817827126,32.19,32.00,,
gid://shopify/Product/8053033042230,HEALTH CONNECTION WHOLEFOODS - Vanilla Extract - 25ml,gid://shopify/ProductVariant/44146818023734,50.61,50.00,,
gid://shopify/Product/8053033238838,HEALTH CONNECTION WHOLEFOODS - Woody Cape Chicory 200g - 60 Bags,gid://shopify/ProductVariant/44146818351414,41.85,41.00,,
gid://shopify/Product/8053033337142,HEALTH CONNECTION WHOLEFOODS - Woody Cape Chicory 65G - 20 Bags,gid://shopify/ProductVariant/44146818515254,17.68,17.00,,
gid://shopify/Product/8053033435446,HEALTH CONNECTION WHOLEFOODS - Xanthan Gum - 50g,gid://shopify/ProductVariant/44146818679094,41.03,41.00,,
gid://shopify/Product/8053033894198,HEALTH CONNECTION WHOLEFOODS - Molasses High Test - 500g,gid://shopify/ProductVariant/44146819465526,62.36,62.00,,
gid://shopify/Product/8053034058038,HEALTH CONNECTION WHOLEFOODS - Red & White Quinoa - 500g,gid://shopify/ProductVariant/44146819760438,143.28,143.00,,
gid://shopify/Product/8053034123574,HEALTH CONNECTION WHOLEFOODS - Brown Rice Flour Stoneground - 500g,gid://shopify/ProductVariant/44146819924278,65.41,65.00,,
gid://shopify/Product/8053034254646,HEALTH CONNECTION WHOLEFOODS - Ultimate Seed Mix - 250g,gid://shopify/ProductVariant/44146820153654,53.38,53.00,,
gid://shopify/Product/8053034352950,HEALTH CONNECTION WHOLEFOODS - Stevia Liquid Vanilla - 150ml,gid://shopify/ProductVariant/44146820383030,93.87,93.00,,
gid://shopify/Product/8053034516790,HEALTH NUT SOUTH AFRICA - Restore Collagen 300g,gid://shopify/ProductVariant/44146820710710,465.52,465.00,,
gid://shopify/Product/8053034680630,HEALTH NUT SOUTH AFRICA - Pet Collagen 300g,gid://shopify/ProductVariant/44146820907318,418.88,418.00,,
gid://shopify/Product/8053034778934,HEALTH NUT SOUTH AFRICA - Restore Collagen 1Kg,gid://shopify/ProductVariant/44146821071158,1275.12,1275.00,,
gid://shopify/Product/8053034877238,HONEY SO FINE GREENSTONE - 250g Honey Powder,gid://shopify/ProductVariant/44146821267766,130.42,130.00,,
gid://shopify/Product/8053035630902,SSA ELITE SERIES - Alpha Nitrox 100 Capsules,gid://shopify/ProductVariant/44146822611254,222.52,222.00,,
gid://shopify/Product/8053035794742,SSA CORE SERIES - Anabolic Muscle Stack - 908g - Banana Split,gid://shopify/ProductVariant/44146822873398,113.85,113.00,,
gid://shopify/Product/8053036024118,SSA PINK SERIES - Breast Support 12 Capsules,gid://shopify/ProductVariant/44146823397686,284.72,284.00,,
gid://shopify/Product/8053036122422,SSA CORE SERIES - Pure Whey 908g - Chocolate Mousse,gid://shopify/ProductVariant/44146823627062,659.67,659.00,,
gid://shopify/Product/8053037105462,SSA CORE SERIES - Ganic-F Pump 600g,gid://shopify/ProductVariant/44146825396534,556.28,556.00,,
gid://shopify/Product/8053037433142,SSA ELITE SERIES - Hellfire Pump 300g,gid://shopify/ProductVariant/44146825986358,268.34,268.00,,
gid://shopify/Product/8053038121270,SSA CORE SERIES - Anabolic Muscle Stack 908g - Strawberry Sundae,gid://shopify/ProductVariant/44146827100470,180.41,180.00,,
gid://shopify/Product/8053038285110,SSA CORE SERIES - Testo Blast 120 Capsules,gid://shopify/ProductVariant/44146827362614,216.41,216.00,,
gid://shopify/Product/8053038547254,SSA CORE SERIES - Massive Muscle - Vanilla Cream 908g,gid://shopify/ProductVariant/44146827755830,191.70,191.00,,
gid://shopify/Product/8053038776630,SSA CORE SERIES - Pure Whey 908g - Vanilla Cream,gid://shopify/ProductVariant/44146828116278,659.67,659.00,,
gid://shopify/Product/8053039497526,SSA PINK SERIES - Thermo Lean 120  Capsules,gid://shopify/ProductVariant/44146829721910,345.89,345.00,,
gid://shopify/Product/8053039628598,MYOGENICS - Immune Pro-Immunity And Anti-Viral 60 Capsules,gid://shopify/ProductVariant/44146829951286,169.44,169.00,,
gid://shopify/Product/8053040021814,MEDICO HERBS - Bladder Control Spray 50ml,gid://shopify/ProductVariant/44146830672182,174.91,174.00,,
gid://shopify/Product/8053040120118,MEDICO HERBS - Blood Pressure Spray 50ml,gid://shopify/ProductVariant/44146830803254,174.91,174.00,,
gid://shopify/Product/8053040283958,MEDICO HERBS - Garcinia Cambogia Pure Spray 50ml,gid://shopify/ProductVariant/44146831229238,158.98,158.00,,
gid://shopify/Product/8053040513334,MEDICO HERBS - Hormone Balancer Spray 50ml,gid://shopify/ProductVariant/44146831556918,174.91,174.00,,
gid://shopify/Product/8053040578870,MEDICO HERBS - Inflammatory Bowel Disease Ibs Drops,gid://shopify/ProductVariant/44146831720758,174.91,174.00,,
gid://shopify/Product/8053040644406,MEDICO HERBS - In Control Stress Anxiety Natural Nerve Spray 50ml,gid://shopify/ProductVariant/44146831851830,174.91,174.00,,
gid://shopify/Product/8053040775478,MEDICO HERBS - Sceletium Tortuosum (Kanna) 100mg 30 Capsules,gid://shopify/ProductVariant/44146832048438,135.15,135.00,,
gid://shopify/Product/8053040873782,MEDICO HERBS - Sceletium Tortuosum (Kanna) 100mg 60 Capsules,gid://shopify/ProductVariant/44146832146742,202.53,202.00,,
gid://shopify/Product/8053041070390,MEDICO HERBS - Libido Enhancer Spray 50ml,gid://shopify/ProductVariant/44146832441654,174.91,174.00,,
gid://shopify/Product/8053041168694,MEDICO HERBS - Pet Bone & Muscle Spray 50ml,gid://shopify/ProductVariant/44146832572726,110.46,110.00,,
gid://shopify/Product/8053041398070,MEDICO HERBS - Pet Lungs & Chest Spray 50ml,gid://shopify/ProductVariant/44146832769334,110.46,110.00,,
gid://shopify/Product/8053041496374,MEDICO HERBS - Omega 3 Pet 60 X 1000mg,gid://shopify/ProductVariant/44146832933174,152.92,152.00,,
gid://shopify/Product/8053041594678,MEDICO HERBS - Amazing Quickslim Weight Loss Spray 50ml,gid://shopify/ProductVariant/44146833097014,147.31,147.00,,
gid://shopify/Product/8053041692982,MEDICO HERBS - Quit Smoking Stop Smoking Herbal Spray 50ml,gid://shopify/ProductVariant/44146833228086,174.88,174.00,,
gid://shopify/Product/8053041791286,MEDICO HERBS - Nerve Strengthening Spray 50ml,gid://shopify/ProductVariant/44146833391926,174.91,174.00,,
gid://shopify/Product/8053041987894,MEDICO HERBS - Thyroid Spray 50ml,gid://shopify/ProductVariant/44146833719606,174.91,174.00,,
gid://shopify/Product/8053043659062,BEAUTY GREENS - Collagen Blueberry Sachets - 15g,gid://shopify/ProductVariant/44146836013366,27.17,27.00,,
gid://shopify/Product/8053043855670,BEAUTY GREENS - Collagen Coconut Vanilla Sachets - 15g,gid://shopify/ProductVariant/44146836308278,29.18,29.00,,
gid://shopify/Product/8053044248886,BEAUTY GEN - Collagen Hot Chocolate 380g,gid://shopify/ProductVariant/44146836865334,393.05,393.00,,
gid://shopify/Product/8053044478262,MODUCARE - Moducare® Original 90 Capsules,gid://shopify/ProductVariant/44146837291318,233.45,233.00,,
gid://shopify/Product/8053044707638,REMEDY GREENS - Super Celery 240g,gid://shopify/ProductVariant/44146838602038,267.17,267.00,,
gid://shopify/Product/8053046772022,NATURE'S NUTRITION - Kiddies Superfoods Drink Mix Raw Chocolate Sachets,gid://shopify/ProductVariant/44146841846070,19.40,19.00,,
gid://shopify/Product/8053047099702,NUTRIHERB - African Potato 60 Tablets,gid://shopify/ProductVariant/44146842337590,110.60,110.00,,
gid://shopify/Product/8053047230774,NUTRILIFE - Alfalfa 90 Capsules,gid://shopify/ProductVariant/44146842501430,135.94,135.00,,
gid://shopify/Product/8053047492918,NUTRILIFE - Artichoke 50ml,gid://shopify/ProductVariant/44146842829110,96.80,96.00,,
gid://shopify/Product/8053047591222,NUTRIHERB - Ashwaganda 60 Capsules,gid://shopify/ProductVariant/44146844107062,153.12,153.00,,
gid://shopify/Product/8053047689526,NUTRILIFE - Astragalus 50ml,gid://shopify/ProductVariant/44146844303670,133.51,133.00,,
gid://shopify/Product/8053047886134,NUTRILIFE - Barberry 50ml,gid://shopify/ProductVariant/44146844565814,116.31,116.00,,
gid://shopify/Product/8053047984438,NUTRIHERB - Bilberry Fruit 60 Capsules,gid://shopify/ProductVariant/44146844696886,154.93,154.00,,
gid://shopify/Product/8053048148278,NUTRILIFE - Black Walnut 50ml,gid://shopify/ProductVariant/44146844991798,145.58,145.00,,
gid://shopify/Product/8053048312118,NUTRIHERB - Boswellia 60 Capsules,gid://shopify/ProductVariant/44146845221174,165.11,165.00,,
gid://shopify/Product/8053048377654,NUTRILIFE - Brewer’s Yeast 90 Caplets,gid://shopify/ProductVariant/44146845352246,103.83,103.00,,
gid://shopify/Product/8053048443190,NUTRILIFE - Brewer’s Yeast 200g,gid://shopify/ProductVariant/44146845483318,75.74,75.00,,
gid://shopify/Product/8053048508726,NUTRILIFE - Bromelain & Papain 60 Veg Capsules,gid://shopify/ProductVariant/44146845581622,271.73,271.00,,
gid://shopify/Product/8053048574262,NUTRIHERB - Buchu 60 Capsules,gid://shopify/ProductVariant/44146845679926,144.57,144.00,,
gid://shopify/Product/8053048770870,NUTRIHERB - Butcher’S Broom & Pilewort 60 Tablets,gid://shopify/ProductVariant/44146845974838,119.97,119.00,,
gid://shopify/Product/8053049000246,NUTRIHERB - Cascara Complex 60 Tablets,gid://shopify/ProductVariant/44146846400822,110.27,110.00,,
gid://shopify/Product/8053049098550,NUTRIHERB - Cat’S Claw 60 Tablets,gid://shopify/ProductVariant/44146846531894,103.27,103.00,,
gid://shopify/Product/8053049196854,NUTRILIFE - Cayenne 50ml,gid://shopify/ProductVariant/44146846695734,96.77,96.00,,
gid://shopify/Product/8053049327926,NUTRILIFE - Celery & Seed Extract 90 Tablets,gid://shopify/ProductVariant/44146846892342,121.55,121.00,,
gid://shopify/Product/8053049458998,NUTRILIFE - Chamomile 50ml,gid://shopify/ProductVariant/44146848301366,108.94,108.00,,
gid://shopify/Product/8053049655606,NUTRIHERB - Chaste Tree 60 Capsules,gid://shopify/ProductVariant/44146850529590,160.07,160.00,,
gid://shopify/Product/8053049753910,NUTRILIFE - Chasteberry 50ml,gid://shopify/ProductVariant/44146850660662,108.94,108.00,,
gid://shopify/Product/8053049852214,NUTRIHERB - Cinnamon 60 Capsules,gid://shopify/ProductVariant/44146850824502,116.52,116.00,,
gid://shopify/Product/8053050081590,NUTRILIFE - Cloves 50ml,gid://shopify/ProductVariant/44146851152182,96.77,96.00,,
gid://shopify/Product/8053050147126,NUTRILIFE - Collagen 90 Capsules,gid://shopify/ProductVariant/44146851283254,200.23,200.00,,
gid://shopify/Product/8053050245430,NUTRILIFE - Hydrolysed Collagen Peptides Complex Apple 185g,gid://shopify/ProductVariant/44146851447094,209.13,209.00,,
gid://shopify/Product/8053050343734,NUTRILIFE - Hydrolysed Collagen Peptides Complex Plain 185g,gid://shopify/ProductVariant/44146851610934,209.13,209.00,,
gid://shopify/Product/8053050442038,NUTRILIFE - Copper Selenium & Zinc 60 Tablets,gid://shopify/ProductVariant/44146851742006,116.60,116.00,,
gid://shopify/Product/8053050540342,NUTRIHERB - Cranberry 60 Capsules,gid://shopify/ProductVariant/44146851873078,174.29,174.00,,
gid://shopify/Product/8053050999094,NUTRIHERB - Devil’S Claw Celery & Selenium 60 Tablets,gid://shopify/ProductVariant/44146852495670,97.46,97.00,,
